@relation ev22-weka.filters.unsupervised.attribute.NumericToNominal-R4-16-weka.filters.supervised.instance.Resample-B0.0-S1-Z66.6-no-replacement

@attribute RespondentID numeric
@attribute 'Knowledge level' {Intermediate,Novice,Advanced,Expert}
@attribute 'Interest level' {Some,'A lot','Not much','Not at all'}
@attribute England {1,2,3,4,5}
@attribute France {1,2,3,4,5}
@attribute Germany {1,2,3,4,5}
@attribute Greece {1,2,3,4,5}
@attribute Italy {2,3,4,5}
@attribute Japan {1,2,3,4,5}
@attribute Mexico {1,2,3,4,5}
@attribute Spain {1,2,3,4,5}
@attribute 'United States' {1,2,3,4,5}
@attribute China {1,2,3,4,5}
@attribute India {1,2,3,4,5}
@attribute Thailand {1,2,3,4,5}
@attribute Ireland {1,2,3,4,5}
@attribute Gender {Male,Female}
@attribute Age {18-29,30-44,45-60,'> 60'}
@attribute Education {'Less than high school degree','Some college or Associate degree','Graduate degree','High school degree','Bachelor degree'}
@attribute 'Household Income' {'$100,000 - $149,999','$50,000 - $99,999','$0 - $24,999','$25,000 - $49,999','$150,000+'}

@data
3306522369,Novice,'Not much',3,4,3,4,5,4,5,4,5,3,4,4,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306384984,Intermediate,Some,5,4,5,5,5,5,5,5,5,4,4,4,5,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3306470346,Novice,Some,3,4,3,3,4,3,3,3,3,3,4,4,3,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308784370,Intermediate,'A lot',3,4,3,4,3,2,4,3,3,2,4,5,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306469758,Intermediate,Some,3,4,5,3,5,5,5,4,5,4,4,4,3,Female,'> 60','High school degree','$50,000 - $99,999'
3308744587,Novice,Some,3,4,3,4,4,4,5,4,4,3,4,4,3,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308628718,Intermediate,Some,3,3,4,4,4,3,4,4,3,4,4,5,4,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306465616,Advanced,'A lot',4,4,4,4,4,4,5,4,5,4,5,4,4,Female,'> 60','Bachelor degree','$50,000 - $99,999'
3308497972,Novice,'Not much',3,4,3,4,5,4,4,4,4,4,4,4,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3308638979,Advanced,Some,3,5,4,4,5,3,4,4,4,4,3,4,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3306395074,Intermediate,Some,3,4,3,4,5,3,5,4,5,4,3,3,3,Female,18-29,'Some college or Associate degree','$50,000 - $99,999'
3307272958,Novice,'Not at all',3,4,3,4,4,4,4,4,4,4,4,4,3,Male,30-44,'Graduate degree','$50,000 - $99,999'
3306437843,Novice,Some,3,3,3,3,5,3,3,4,4,4,3,3,3,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308501248,Novice,'Not much',3,4,3,3,3,2,3,4,4,5,4,4,3,Male,45-60,'Graduate degree','$50,000 - $99,999'
3308419218,Intermediate,'A lot',3,3,3,3,4,3,4,3,3,3,4,5,3,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3308577578,Intermediate,'A lot',3,3,5,5,2,4,5,4,4,3,2,5,3,Male,18-29,'Graduate degree','$50,000 - $99,999'
3306700381,Advanced,'A lot',2,4,3,3,4,5,4,4,3,4,5,5,2,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3308532302,Novice,'Not at all',3,4,3,4,3,3,4,4,5,3,5,3,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3306429859,Intermediate,Some,3,3,3,4,4,4,4,5,5,4,3,4,3,Female,30-44,'Graduate degree','$50,000 - $99,999'
3307222078,Novice,Some,4,4,4,4,5,4,5,5,4,4,4,4,4,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3306446775,Novice,'A lot',3,4,3,4,4,4,4,4,5,4,3,4,3,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306488506,Novice,Some,3,4,5,4,4,3,3,3,3,4,3,3,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308564433,Novice,'Not much',3,4,3,4,4,3,3,4,3,3,4,4,3,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3306455297,Novice,Some,2,4,3,4,4,5,5,4,5,3,4,4,2,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306487840,Novice,'Not much',4,3,4,4,4,4,4,4,4,4,4,4,4,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306503789,Intermediate,'A lot',3,4,4,5,4,5,4,4,4,5,4,5,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3306393326,Novice,Some,3,4,3,4,5,4,4,4,4,4,3,4,3,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3306469665,Intermediate,Some,3,4,1,4,5,3,4,4,4,5,4,5,4,Female,45-60,'Graduate degree','$50,000 - $99,999'
3306454049,Novice,'Not at all',3,4,3,4,5,4,2,4,2,4,3,4,3,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308697837,Novice,Some,4,4,3,4,4,3,5,3,5,5,2,2,4,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3306499446,Intermediate,Some,4,4,3,5,5,3,5,4,5,4,1,4,4,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3308666905,Intermediate,'A lot',3,4,4,4,4,4,4,4,4,4,4,4,4,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308549637,Advanced,'A lot',3,5,3,4,4,4,5,3,3,5,3,5,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3307613821,Intermediate,'A lot',3,4,3,4,4,4,4,4,3,4,4,4,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306491407,Advanced,Some,3,4,4,4,5,3,4,4,4,4,3,4,4,Male,'> 60','Graduate degree','$50,000 - $99,999'
3308475877,Intermediate,'A lot',2,5,3,4,5,4,4,4,4,3,2,4,3,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306478371,Intermediate,'A lot',3,3,3,4,4,4,4,3,4,4,3,3,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3306453765,Novice,Some,3,5,3,4,5,4,5,4,3,4,3,5,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308659392,Novice,Some,3,3,4,4,4,3,3,3,5,3,3,3,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308686878,Novice,'Not at all',5,4,3,4,5,4,2,2,5,2,2,4,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3306463344,Novice,'Not much',2,2,3,4,2,4,3,4,4,2,2,2,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3306474272,Novice,Some,3,4,4,4,5,4,4,4,4,4,3,3,4,Female,45-60,'Less than high school degree','$50,000 - $99,999'
3306518220,Novice,Some,3,3,3,3,3,2,3,3,5,2,2,2,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306521759,Novice,Some,5,4,4,2,5,4,4,4,5,4,1,2,5,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3307187401,Intermediate,Some,3,4,3,4,5,4,5,4,3,3,4,4,3,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3308515754,Intermediate,'A lot',4,5,4,4,5,4,4,3,4,5,5,4,4,Female,'> 60','Bachelor degree','$50,000 - $99,999'
3306473801,Advanced,Some,4,5,5,4,5,4,5,5,5,4,3,3,4,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3308601936,Novice,'Not at all',3,2,2,4,4,2,3,1,5,3,1,1,2,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308749999,Intermediate,'Not much',2,1,1,4,4,4,4,4,3,5,3,4,2,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3306462165,Intermediate,Some,2,3,2,3,4,3,4,4,5,3,3,4,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308564696,Advanced,'A lot',4,4,4,4,4,4,4,4,4,4,3,3,4,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306910588,Novice,Some,3,4,4,4,4,4,4,4,4,4,3,4,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308368997,Intermediate,'Not much',3,5,3,3,5,4,3,3,5,3,2,2,3,Female,'> 60','High school degree','$50,000 - $99,999'
3308398024,Novice,'Not at all',2,2,2,2,3,2,4,3,5,4,2,2,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308407696,Advanced,'A lot',2,4,4,4,5,4,4,5,2,3,4,4,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306489736,Advanced,Some,5,5,5,4,4,2,3,4,3,3,3,2,2,Male,'> 60','Graduate degree','$50,000 - $99,999'
3308521861,Novice,'A lot',4,5,4,5,5,3,5,5,5,5,4,5,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3307707910,Intermediate,'A lot',3,5,5,4,5,5,5,4,3,5,4,5,4,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3306441817,Intermediate,Some,3,4,4,4,5,3,3,3,3,3,3,3,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3306466931,Advanced,'A lot',2,4,3,4,4,4,5,5,3,4,5,5,3,Female,30-44,'Graduate degree','$50,000 - $99,999'
3306477849,Intermediate,Some,3,3,3,2,5,4,4,4,4,4,2,3,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3308382868,Novice,'Not much',4,3,3,4,4,3,2,4,5,4,1,3,4,Male,'> 60','High school degree','$50,000 - $99,999'
3308469911,Novice,Some,4,3,4,3,4,4,5,3,4,4,3,5,3,Male,45-60,'Graduate degree','$50,000 - $99,999'
3308345150,Intermediate,Some,3,4,3,4,3,4,4,4,4,4,4,3,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308355305,Intermediate,Some,2,4,3,4,4,2,3,3,4,3,3,4,3,Male,45-60,'High school degree','$50,000 - $99,999'
3308779771,Intermediate,Some,4,4,4,5,5,4,2,4,4,3,4,3,4,Male,'> 60','Graduate degree','$50,000 - $99,999'
3308473082,Expert,'A lot',2,5,3,4,5,5,5,5,5,5,3,5,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3306468243,Novice,'Not at all',4,4,3,3,5,4,4,4,4,4,4,4,3,Female,'> 60','High school degree','$50,000 - $99,999'
3306455348,Advanced,'A lot',3,4,3,3,4,4,5,4,4,5,4,3,2,Female,'> 60','High school degree','$50,000 - $99,999'
3308356139,Novice,'Not at all',3,3,3,4,3,3,4,3,5,3,4,1,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3306480913,Intermediate,'A lot',2,4,3,5,4,4,3,4,3,4,5,4,3,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3307278839,Expert,'A lot',3,3,3,3,4,5,4,4,3,5,5,5,5,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308615868,Advanced,'A lot',4,5,5,4,5,5,5,5,3,5,4,4,4,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3308602956,Novice,Some,3,4,3,2,5,4,4,3,3,4,2,4,2,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308005716,Intermediate,Some,1,4,4,4,5,4,3,5,5,4,3,3,3,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3306446068,Novice,'Not much',4,4,4,4,4,3,3,4,4,4,4,4,4,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3306986753,Intermediate,'A lot',3,4,5,3,4,4,5,5,5,4,4,4,3,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3308667784,Advanced,'A lot',3,2,3,4,4,4,1,2,4,3,3,3,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3308500092,Intermediate,Some,3,4,3,5,4,1,5,4,3,5,1,4,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3306382319,Novice,Some,4,3,4,3,5,3,4,3,4,4,2,3,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306463175,Novice,'Not much',3,4,3,4,4,4,4,4,4,4,4,4,4,Female,30-44,'High school degree','$50,000 - $99,999'
3306400601,Intermediate,Some,3,4,3,3,3,5,3,3,3,3,4,4,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3307709708,Intermediate,Some,4,3,3,3,5,3,4,5,4,4,3,3,5,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3306391871,Novice,'Not much',3,4,3,4,5,4,4,4,4,4,4,4,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308403579,Intermediate,'A lot',3,3,3,5,5,5,4,5,4,5,5,4,3,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3306449104,Intermediate,Some,2,5,2,5,5,2,5,4,3,3,4,3,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3308482775,Intermediate,Some,3,3,4,3,3,3,3,3,2,3,4,4,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306393961,Novice,Some,4,4,4,4,4,4,4,4,5,3,4,3,3,Male,'> 60','Graduate degree','$50,000 - $99,999'
3306443892,Novice,Some,3,4,3,3,4,3,4,4,4,3,2,4,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3306457355,Intermediate,Some,5,3,5,4,4,4,4,4,5,5,3,4,4,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306463049,Novice,Some,3,4,3,3,3,3,3,3,3,3,4,3,3,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306462514,Intermediate,Some,3,4,3,3,5,4,4,3,3,4,3,4,3,Female,30-44,'Graduate degree','$50,000 - $99,999'
3308680553,Intermediate,Some,3,3,3,3,4,4,2,3,3,3,3,3,3,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3307475605,Intermediate,Some,3,5,3,3,5,5,5,3,3,4,3,3,2,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3308497594,Novice,'Not much',2,2,3,4,5,5,5,4,5,4,1,2,3,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3308657638,Intermediate,'A lot',3,4,3,4,4,3,3,4,3,4,4,3,3,Female,'> 60','High school degree','$50,000 - $99,999'
3307923184,Novice,Some,4,4,4,4,4,4,4,4,3,4,4,4,5,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3308823251,Intermediate,Some,3,4,3,4,4,4,4,3,3,3,4,4,3,Female,30-44,'Graduate degree','$50,000 - $99,999'
3307459657,Novice,Some,3,3,3,4,5,5,4,4,5,4,4,3,4,Male,30-44,'Graduate degree','$50,000 - $99,999'
3306448439,Novice,Some,5,5,5,4,5,4,5,4,5,3,1,3,2,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3306465012,Intermediate,Some,4,4,3,5,5,3,4,4,3,3,3,4,2,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3308655153,Intermediate,'A lot',3,4,3,4,4,5,4,4,4,4,4,4,4,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3307584591,Intermediate,Some,3,3,4,4,4,4,4,4,3,4,4,5,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308653756,Intermediate,'A lot',3,4,2,4,5,4,5,4,4,5,5,4,2,Male,30-44,'Graduate degree','$50,000 - $99,999'
3307574625,Novice,Some,4,4,4,4,5,3,5,3,5,3,4,3,4,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3306391880,Novice,Some,2,4,3,4,4,3,4,4,3,3,4,4,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308493784,Intermediate,Some,3,4,4,4,5,4,5,4,5,3,1,1,3,Female,30-44,'Graduate degree','$50,000 - $99,999'
3306443874,Novice,Some,4,4,3,3,4,4,4,3,5,4,3,4,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308541456,Intermediate,Some,2,4,3,3,5,3,5,4,4,4,3,3,3,Female,'> 60','Bachelor degree','$50,000 - $99,999'
3306462762,Intermediate,Some,4,5,2,3,5,5,5,5,5,5,1,5,4,Female,'> 60','Graduate degree','$50,000 - $99,999'
3306540622,Intermediate,Some,3,4,3,4,3,4,3,4,3,4,4,4,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3308542788,Novice,'Not much',3,3,3,4,3,4,3,4,5,3,4,4,3,Female,'> 60','Bachelor degree','$50,000 - $99,999'
3306467525,Intermediate,'A lot',3,4,5,4,4,4,3,4,4,4,3,4,4,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308602600,Intermediate,'A lot',3,4,3,4,5,4,3,4,2,4,5,4,3,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3308544290,Novice,Some,3,5,4,4,4,3,3,3,4,4,4,4,3,Male,'> 60','Graduate degree','$50,000 - $99,999'
3306853068,Advanced,Some,5,4,3,3,4,4,3,3,4,4,4,5,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308467382,Novice,'Not at all',3,4,3,4,5,4,4,4,4,4,4,4,3,Male,30-44,'High school degree','$50,000 - $99,999'
3308468406,Novice,Some,4,3,3,4,5,4,4,4,5,4,4,5,4,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3308650893,Advanced,Some,5,4,5,5,5,4,5,5,5,5,5,4,5,Female,45-60,'Graduate degree','$50,000 - $99,999'
3308418315,Advanced,Some,4,5,4,4,4,3,3,4,5,2,3,3,4,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3306472916,Novice,'Not at all',1,4,1,4,4,1,4,3,2,3,5,4,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3307955543,Advanced,Some,4,2,4,4,5,4,3,3,4,5,4,4,5,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3308442090,Advanced,'A lot',5,2,5,3,4,2,4,4,4,3,5,3,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306420559,Intermediate,Some,3,4,4,4,4,2,4,4,3,3,5,3,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3306860174,Novice,'A lot',3,2,3,3,5,1,3,4,4,3,1,2,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3308355216,Novice,'Not much',3,4,3,4,5,4,3,4,5,3,4,4,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3306452179,Intermediate,'A lot',3,2,3,2,5,4,5,4,5,4,4,3,2,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308845993,Advanced,'A lot',2,5,2,4,5,5,4,3,5,4,4,4,3,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3306389610,Intermediate,'A lot',4,5,4,5,5,4,5,3,5,4,3,3,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3308576196,Intermediate,Some,4,5,3,4,5,2,4,4,4,4,2,2,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3308578557,Intermediate,Some,5,4,4,4,4,3,3,4,4,3,1,4,3,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3307648206,Intermediate,Some,3,4,3,3,4,4,4,4,5,4,4,4,3,Male,30-44,'Bachelor degree','$0 - $24,999'
3308440334,Intermediate,Some,3,4,2,4,2,4,4,4,4,4,4,4,3,Female,45-60,'Some college or Associate degree','$0 - $24,999'
3306406204,Novice,Some,4,3,4,3,5,4,4,3,4,4,3,4,5,Female,'> 60','Graduate degree','$0 - $24,999'
3307315319,Novice,Some,3,4,3,3,5,3,3,4,5,3,4,4,3,Male,30-44,'Some college or Associate degree','$0 - $24,999'
3308357537,Intermediate,'A lot',3,4,3,5,5,4,5,4,4,4,5,4,3,Female,45-60,'Bachelor degree','$0 - $24,999'
3308521884,Novice,Some,3,3,4,4,4,4,3,3,3,4,4,4,3,Female,18-29,'Some college or Associate degree','$0 - $24,999'
3308573380,Novice,Some,3,4,2,4,5,3,3,3,3,4,2,4,3,Female,18-29,'Less than high school degree','$0 - $24,999'
3308545993,Intermediate,Some,3,4,4,5,5,5,5,4,5,4,2,4,2,Female,30-44,'Some college or Associate degree','$0 - $24,999'
3306396822,Novice,'Not at all',3,4,3,4,4,4,4,4,5,4,4,4,3,Female,45-60,'High school degree','$0 - $24,999'
3308572273,Intermediate,'Not at all',3,4,3,4,4,3,5,4,5,3,4,4,3,Male,18-29,'Bachelor degree','$0 - $24,999'
3306494585,Intermediate,Some,3,3,3,3,4,2,4,4,3,3,4,4,3,Male,'> 60','Bachelor degree','$0 - $24,999'
3306785904,Advanced,Some,2,5,2,5,5,5,5,5,5,5,5,5,3,Male,45-60,'Bachelor degree','$0 - $24,999'
3308665124,Intermediate,'A lot',3,4,4,3,3,4,4,3,2,3,4,3,3,Male,30-44,'Bachelor degree','$0 - $24,999'
3306474708,Expert,'A lot',5,5,5,5,5,4,4,4,4,4,4,4,3,Female,30-44,'Less than high school degree','$0 - $24,999'
3306546939,Advanced,Some,1,4,4,3,5,4,5,3,5,5,3,5,3,Male,45-60,'Some college or Associate degree','$0 - $24,999'
3308480348,Intermediate,Some,4,3,3,3,5,4,3,4,4,4,3,3,4,Male,'> 60','Graduate degree','$0 - $24,999'
3306432910,Novice,'A lot',2,4,3,4,3,4,4,4,3,4,4,4,3,Female,18-29,'Bachelor degree','$0 - $24,999'
3306513322,Novice,'Not at all',3,4,3,4,3,4,4,4,3,3,3,4,3,Female,18-29,'Some college or Associate degree','$0 - $24,999'
3307930040,Novice,'Not much',3,4,3,4,5,4,4,4,4,2,4,4,3,Male,18-29,'Some college or Associate degree','$0 - $24,999'
3306473111,Novice,Some,3,3,3,3,4,4,4,2,4,4,3,4,3,Female,'> 60','Graduate degree','$0 - $24,999'
3307982199,Novice,'Not much',3,4,3,4,5,4,5,4,5,5,4,4,3,Male,18-29,'High school degree','$0 - $24,999'
3308380700,Novice,Some,2,5,4,4,5,4,5,3,5,4,2,4,3,Female,'> 60','Some college or Associate degree','$0 - $24,999'
3306511460,Intermediate,Some,3,2,3,3,4,2,3,5,5,4,3,4,3,Female,18-29,'Some college or Associate degree','$0 - $24,999'
3306520208,Novice,'A lot',5,5,5,5,5,5,5,5,1,5,5,5,5,Female,30-44,'Bachelor degree','$0 - $24,999'
3306494313,Intermediate,Some,2,5,3,4,5,4,4,4,3,4,2,5,3,Female,18-29,'Some college or Associate degree','$0 - $24,999'
3306398438,Novice,'Not much',3,4,3,4,5,4,4,4,4,4,4,4,3,Female,30-44,'Some college or Associate degree','$0 - $24,999'
3308557113,Novice,'Not at all',3,4,3,4,5,4,4,4,5,4,4,4,3,Female,'> 60','Some college or Associate degree','$0 - $24,999'
3308380243,Advanced,Some,3,2,3,4,4,5,4,2,4,5,1,2,4,Male,18-29,'Bachelor degree','$0 - $24,999'
3308446907,Novice,Some,3,4,3,5,3,5,5,4,4,1,1,1,3,Female,18-29,'Some college or Associate degree','$0 - $24,999'
3308278480,Intermediate,'A lot',3,4,3,5,4,5,5,3,3,3,5,4,3,Male,18-29,'Bachelor degree','$0 - $24,999'
3308510652,Intermediate,Some,4,4,1,4,4,2,3,4,3,4,4,3,4,Male,45-60,'Some college or Associate degree','$0 - $24,999'
3308661251,Advanced,Some,3,3,3,3,3,3,3,3,3,3,3,3,3,Female,18-29,'Less than high school degree','$0 - $24,999'
3308499920,Intermediate,'Not much',3,4,3,5,5,3,4,3,4,3,4,4,3,Male,30-44,'Less than high school degree','$0 - $24,999'
3308470085,Novice,Some,3,3,3,4,4,3,5,4,4,3,4,3,3,Male,18-29,'High school degree','$0 - $24,999'
3306583687,Novice,Some,3,3,3,4,4,4,3,4,5,2,1,4,3,Male,18-29,'Graduate degree','$0 - $24,999'
3307221429,Advanced,Some,2,4,2,4,3,4,4,3,3,3,4,4,3,Male,18-29,'Some college or Associate degree','$0 - $24,999'
3307157659,Intermediate,Some,4,4,5,3,5,2,4,5,3,2,4,5,3,Male,18-29,'Bachelor degree','$0 - $24,999'
3306477902,Intermediate,Some,3,4,4,4,4,3,4,4,3,3,4,3,3,Female,'> 60','Bachelor degree','$0 - $24,999'
3308574599,Novice,Some,3,1,3,5,5,4,5,4,2,4,5,4,3,Female,45-60,'High school degree','$0 - $24,999'
3308499516,Intermediate,Some,1,4,1,3,5,4,5,4,5,3,5,4,3,Male,30-44,'Graduate degree','$0 - $24,999'
3306896489,Intermediate,Some,3,4,3,4,5,4,5,4,3,4,4,3,3,Male,30-44,'Some college or Associate degree','$0 - $24,999'
3308608139,Novice,'Not much',5,4,3,3,5,4,3,2,5,4,1,4,3,Female,18-29,'Graduate degree','$0 - $24,999'
3308424367,Intermediate,'A lot',3,4,3,4,4,3,3,4,3,5,4,4,3,Female,30-44,'High school degree','$0 - $24,999'
3308809158,Intermediate,'A lot',4,3,4,4,4,5,5,4,4,5,4,4,3,Male,18-29,'Bachelor degree','$0 - $24,999'
3306490100,Novice,Some,4,4,4,4,4,4,4,4,4,4,4,4,4,Female,30-44,'Some college or Associate degree','$0 - $24,999'
3306382152,Novice,'Not much',3,3,3,3,3,4,3,4,3,4,2,4,2,Female,45-60,'Some college or Associate degree','$0 - $24,999'
3306394052,Novice,Some,4,4,3,4,4,5,5,4,4,3,2,2,3,Female,18-29,'Bachelor degree','$0 - $24,999'
3308554901,Intermediate,'A lot',2,3,3,3,5,5,4,4,3,5,5,5,3,Female,30-44,'Some college or Associate degree','$0 - $24,999'
3308857114,Advanced,'A lot',3,5,5,4,5,4,4,5,5,4,4,3,4,Male,45-60,'Some college or Associate degree','$0 - $24,999'
3308616386,Advanced,'A lot',4,5,3,5,5,5,5,5,3,5,4,5,4,Female,45-60,'Some college or Associate degree','$0 - $24,999'
3306399906,Novice,'Not much',3,4,3,4,3,4,3,4,5,3,4,4,3,Female,18-29,'High school degree','$0 - $24,999'
3308740007,Intermediate,Some,4,4,4,3,5,4,4,4,3,3,2,4,3,Male,18-29,'Bachelor degree','$0 - $24,999'
3306419715,Intermediate,Some,3,4,3,3,5,5,5,5,3,5,5,5,3,Male,30-44,'Bachelor degree','$0 - $24,999'
3308469367,Intermediate,Some,3,3,3,4,3,4,3,4,5,4,3,4,3,Female,'> 60','High school degree','$0 - $24,999'
3306440215,Novice,'Not much',4,3,5,3,3,3,3,4,3,3,4,3,3,Female,45-60,'Less than high school degree','$0 - $24,999'
3308366755,Advanced,'A lot',3,4,3,3,5,4,3,4,3,5,3,4,3,Male,45-60,'Some college or Associate degree','$0 - $24,999'
3306817151,Intermediate,'A lot',4,4,3,4,4,4,4,4,4,4,4,3,3,Male,45-60,'Some college or Associate degree','$0 - $24,999'
3308379436,Novice,'Not at all',3,4,3,4,4,4,1,4,5,3,4,4,3,Male,'> 60','Some college or Associate degree','$0 - $24,999'
3306450208,Intermediate,Some,3,4,3,4,4,4,4,3,4,3,3,4,3,Female,30-44,'Bachelor degree','$0 - $24,999'
3308746473,Novice,'Not at all',3,4,3,4,3,3,4,4,4,3,4,4,3,Male,'> 60','Some college or Associate degree','$0 - $24,999'
3308581236,Advanced,'A lot',5,3,5,5,5,5,2,5,3,3,5,5,5,Male,18-29,'Bachelor degree','$0 - $24,999'
3308459440,Novice,'Not much',3,4,4,4,3,4,3,4,5,3,4,4,3,Male,45-60,'High school degree','$0 - $24,999'
3308458968,Intermediate,'Not much',4,4,4,4,4,4,4,4,4,4,4,4,4,Male,18-29,'Less than high school degree','$0 - $24,999'
3308644503,Expert,'A lot',3,3,3,4,5,4,5,4,2,4,5,5,3,Female,30-44,'Bachelor degree','$0 - $24,999'
3307602138,Novice,Some,3,5,3,4,5,4,3,4,2,5,5,5,3,Male,18-29,'Some college or Associate degree','$0 - $24,999'
3307666678,Intermediate,'A lot',2,4,3,4,5,4,3,3,3,4,2,3,4,Male,18-29,'High school degree','$0 - $24,999'
3306452021,Advanced,'A lot',2,5,2,4,5,5,4,3,3,4,5,4,2,Female,'> 60','Bachelor degree','$0 - $24,999'
